,answer,n_tries,last_n_choices,won,difficulty_level
3335,lotto,4.67,1.27,0.99,medium
3541,meier,4.67,1.67,0.94,medium
5823,tonga,4.67,2.54,0.97,medium
3805,neaps,4.67,1.3,0.94,medium
3782,named,4.67,9.25,0.87,medium
3328,lorie,4.68,1.84,0.93,medium
378,baldy,4.68,1.58,0.98,medium
2159,fuels,4.68,2.2,0.94,medium
5711,thanh,4.68,3.03,0.98,medium
1869,exxon,4.68,1.34,0.99,medium
6491,zesty,4.68,2.11,0.98,medium
4324,porto,4.68,1.6,0.98,medium
1414,deena,4.68,1.35,0.98,medium
1390,deana,4.68,1.91,0.97,medium
2916,johns,4.68,3.81,0.96,medium
2973,karol,4.68,1.44,0.98,medium
1581,doyle,4.68,1.82,0.95,medium
1565,dotty,4.68,2.68,0.98,medium
3556,meows,4.68,1.61,0.84,medium
3130,lassa,4.68,1.72,0.99,medium
4960,semis,4.68,1.55,0.87,medium
3497,matzo,4.68,1.91,0.96,medium
3487,maser,4.68,1.72,0.94,medium
5808,tokay,4.68,1.37,0.98,medium
678,bossy,4.68,1.73,0.98,medium
2231,gavel,4.68,1.62,0.92,medium
4580,reefs,4.68,3.57,0.94,medium
5098,silos,4.68,2.49,0.9,medium
4134,pedal,4.68,2.0,0.96,medium
2506,halon,4.68,3.3,0.97,medium
2478,gyved,4.68,2.01,0.92,medium
3598,miles,4.68,8.02,0.88,medium
1702,ebert,4.68,1.44,0.93,medium
2437,grues,4.68,1.37,0.94,medium
1804,erase,4.68,1.07,0.94,medium
540,bilbo,4.68,1.39,0.97,medium
3717,movie,4.68,1.95,0.94,medium
5258,snubs,4.68,2.66,0.92,medium
5263,soapy,4.68,1.75,0.95,medium
5546,sways,4.68,7.06,0.93,medium
3843,nikki,4.68,1.86,0.98,medium
4150,penis,4.68,2.27,0.9,medium
4623,retro,4.68,1.98,0.98,medium
863,calls,4.68,6.7,0.85,medium
1172,cooke,4.68,1.61,1.0,medium
1249,creek,4.68,4.25,0.95,medium
739,brims,4.68,3.19,0.97,medium
3650,modem,4.68,2.24,0.99,medium
494,bends,4.68,6.32,0.91,medium
701,brady,4.68,2.44,0.97,medium
3208,levis,4.68,1.86,0.91,medium
1504,discs,4.68,2.43,0.97,medium
4901,scoff,4.68,2.34,0.98,medium
1688,earle,4.68,2.03,0.96,medium
44,adams,4.68,2.57,0.98,medium
4893,scars,4.69,3.42,0.98,medium
1021,chubs,4.69,1.64,0.98,medium
502,beria,4.69,1.68,0.97,medium
2660,homer,4.69,3.84,0.96,medium
1879,fagin,4.69,2.43,0.95,medium
6175,vouch,4.69,5.52,0.99,medium
1942,feral,4.69,2.65,0.93,medium
5623,tania,4.69,1.57,0.98,medium
5541,sward,4.69,1.45,0.95,medium
901,caret,4.69,2.21,0.92,medium
5772,timed,4.69,3.32,0.92,medium
4352,preen,4.69,1.21,1.0,medium
5874,trawl,4.69,2.3,0.96,medium
631,bogie,4.69,1.96,0.95,medium
590,blips,4.69,1.83,0.98,medium
950,certs,4.69,1.85,0.92,medium
919,casey,4.69,1.58,0.96,medium
5403,stage,4.69,4.2,0.85,medium
1109,clxiv,4.69,2.15,0.97,medium
2456,gulls,4.69,8.81,0.89,medium
5162,slash,4.69,2.04,0.99,medium
5957,turks,4.69,4.85,0.97,medium
5142,skint,4.69,1.42,0.96,medium
5148,skuas,4.69,1.79,0.97,medium
4644,ricky,4.69,2.31,0.87,medium
1422,deify,4.69,1.8,1.0,medium
3948,ogler,4.69,1.84,0.94,medium
3574,meuse,4.69,1.5,0.94,medium
3903,nukes,4.69,2.86,0.95,medium
2970,karin,4.69,1.94,0.96,medium
2937,joyce,4.69,1.55,0.98,medium
5896,trill,4.69,1.81,0.97,medium
1406,decca,4.69,1.48,0.98,medium
723,breed,4.69,19.58,0.92,medium
2906,jinan,4.69,1.58,0.96,medium
1442,denis,4.69,1.56,0.95,medium
6123,vicki,4.69,1.75,1.0,medium
1058,clara,4.69,1.81,1.0,medium
1043,cited,4.69,3.66,0.85,medium
1025,chums,4.69,1.83,0.95,medium
4515,rally,4.7,3.0,0.93,medium
5187,sloes,4.7,1.78,0.97,medium
2191,gains,4.7,6.59,0.94,medium
4529,rants,4.7,1.56,0.92,medium
1149,combo,4.7,1.92,0.97,medium
5410,stale,4.7,3.51,0.88,medium
2389,grape,4.7,28.31,0.89,medium
2754,icier,4.7,1.3,0.93,medium
4388,prowl,4.7,1.44,0.91,medium
5333,specs,4.7,2.2,0.97,medium
2940,jubal,4.7,2.12,0.97,medium
3833,nicer,4.7,2.82,0.91,medium
5587,taboo,4.7,2.38,0.99,medium
2149,froth,4.7,1.35,0.98,medium
4109,paula,4.7,1.39,1.0,medium
4859,satay,4.7,1.82,0.93,medium
6335,wince,4.7,4.41,0.94,medium
6334,wimpy,4.7,2.01,0.92,medium
6337,winds,4.7,7.64,0.9,medium
243,arbor,4.7,1.26,0.95,medium
3479,marne,4.7,1.75,0.94,medium
5456,stoat,4.7,1.43,0.95,medium
1810,erick,4.7,1.61,0.97,medium
5515,sully,4.7,1.62,0.94,medium
4800,sabra,4.7,1.53,0.96,medium
3638,mitzi,4.7,1.55,1.0,medium
483,belay,4.7,1.29,0.99,medium
2305,glens,4.7,2.15,0.94,medium
4451,quaff,4.7,2.21,0.98,medium
5277,soled,4.7,1.36,0.92,medium
4845,saner,4.7,3.45,0.9,medium
735,brier,4.7,5.47,0.96,medium
3441,mambo,4.7,1.86,0.99,medium
3346,loves,4.7,9.79,0.92,medium
6369,wonky,4.7,1.55,0.98,medium
176,amide,4.7,1.22,0.94,medium
1277,croon,4.7,1.5,1.0,medium
1261,cribs,4.7,1.64,0.95,medium
407,barmy,4.7,3.27,0.98,medium
6416,xenia,4.7,2.72,0.95,medium
1421,deice,4.7,1.32,0.99,medium
2070,foams,4.7,1.57,1.0,medium
2949,julia,4.71,1.61,1.0,medium
2676,hooke,4.71,1.77,0.99,medium
536,bijou,4.71,1.72,0.98,medium
1448,derby,4.71,1.66,0.97,medium
3576,mewls,4.71,1.25,0.94,medium
2703,hover,4.71,7.17,0.93,medium
2736,hutch,4.71,1.44,0.99,medium
891,capon,4.71,1.56,0.95,medium
924,catch,4.71,8.12,0.85,medium
2357,goofy,4.71,1.87,0.95,medium
2644,hoers,4.71,1.92,0.92,medium
1986,finer,4.71,5.77,0.9,medium
6102,verde,4.71,1.69,0.96,medium
3221,lidia,4.71,1.55,0.99,medium
136,aline,4.71,1.45,0.93,medium
862,calla,4.71,1.47,0.98,medium
1232,crank,4.71,1.99,0.95,medium
4235,pixel,4.71,1.52,0.96,medium
603,bloop,4.71,1.81,0.98,medium
4192,picks,4.71,5.35,0.9,medium
5351,spill,4.71,2.53,0.98,medium
3354,lubed,4.71,1.63,0.94,medium
2723,hunan,4.71,1.36,0.98,medium
3804,nazis,4.71,1.85,0.93,medium
5489,studs,4.71,24.42,0.97,medium
290,assad,4.71,1.52,0.99,medium
291,assam,4.71,1.57,0.99,medium
699,bract,4.71,1.51,0.94,medium
3267,lists,4.71,4.33,0.96,medium
4724,roofs,4.72,4.35,0.93,medium
3917,oasis,4.72,1.69,0.96,medium
5883,trent,4.72,1.6,0.99,medium
3623,minty,4.72,2.58,0.98,medium
2166,fumes,4.72,2.79,0.96,medium
5702,testy,4.72,1.57,0.97,medium
4476,quint,4.72,2.05,0.99,medium
4426,purer,4.72,5.47,0.94,medium
4448,qatar,4.72,2.1,0.97,medium
1961,ficus,4.72,1.35,0.98,medium
1495,diode,4.72,1.63,0.93,medium
5010,shari,4.72,1.57,0.93,medium
4176,petal,4.72,1.85,0.96,medium
2819,iowas,4.72,1.61,0.95,medium
33,acmes,4.72,1.21,0.89,medium
688,bower,4.72,8.39,0.9,medium
495,bendy,4.72,3.09,0.98,medium
1579,dowse,4.72,1.7,0.89,medium
2329,goads,4.72,3.35,0.97,medium
2293,glace,4.72,1.71,0.95,medium
1046,civic,4.72,1.53,1.0,medium
5,abate,4.72,1.32,0.98,medium
4775,rummy,4.72,2.75,0.94,medium
1128,codex,4.72,2.13,1.0,medium
168,amass,4.72,1.35,0.98,medium
1712,edged,4.72,5.49,0.96,medium
6397,wrens,4.72,2.41,0.94,medium
4336,pound,4.72,6.21,0.85,medium
516,betel,4.73,1.53,0.93,medium
3578,mezzo,4.73,1.68,0.98,medium
1862,expel,4.73,2.12,0.95,medium
3158,leafy,4.73,2.34,0.98,medium
6143,virus,4.73,1.51,0.97,medium
1666,durex,4.73,1.44,0.98,medium
5120,sited,4.73,1.57,0.89,medium
4498,radar,4.73,1.35,0.97,medium
1954,feuds,4.73,1.45,0.96,medium
5082,sided,4.73,3.24,0.91,medium
128,alger,4.73,1.22,0.98,medium
86,aggie,4.73,1.32,0.98,medium
1685,eager,4.73,20.54,0.88,medium
1713,edger,4.73,1.3,0.97,medium
5798,toads,4.73,1.36,0.94,medium
1823,essen,4.73,1.28,0.98,medium
5777,timmy,4.73,1.76,0.95,medium
2406,greps,4.73,2.3,0.88,medium
2089,foray,4.73,1.55,0.95,medium
1488,dined,4.73,6.33,0.92,medium
2917,joins,4.73,4.69,0.95,medium
3931,ocher,4.73,1.98,0.91,medium
3693,moron,4.73,2.09,0.99,medium
3639,mixed,4.73,9.4,0.9,medium
4645,rider,4.73,17.35,0.89,medium
405,barge,4.73,3.26,0.99,medium
5196,slued,4.73,1.69,0.94,medium
451,beans,4.73,6.25,0.91,medium
5704,tevet,4.73,1.51,0.99,medium
497,benin,4.73,1.7,0.98,medium
1033,cider,4.73,9.3,0.89,medium
4754,roxie,4.73,1.96,0.96,medium
4287,poked,4.73,6.65,0.92,medium
2863,janie,4.73,1.47,1.0,medium
2884,jemmy,4.73,2.34,0.99,medium
6034,unwed,4.73,1.86,0.96,medium
3087,lacey,4.73,1.7,0.98,medium
5671,teems,4.73,3.24,0.93,medium
1320,curvy,4.73,1.81,0.93,medium
4470,quiff,4.73,1.95,0.96,medium
4321,porgy,4.73,2.45,0.95,medium
4752,rowel,4.73,66.78,0.95,medium
2351,gonzo,4.74,2.84,0.98,medium
2620,hilts,4.74,4.49,0.88,medium
6492,zetas,4.74,1.67,0.98,medium
1083,clive,4.74,1.92,0.97,medium
5477,strap,4.74,1.38,0.98,medium
1107,clvii,4.74,1.87,0.96,medium
3247,limps,4.74,1.64,0.95,medium
3876,nonce,4.74,3.05,0.99,medium
3877,nooks,4.74,3.39,0.91,medium
2383,grail,4.74,1.33,0.99,medium
3161,leann,4.74,1.34,0.96,medium
4722,ronny,4.74,2.86,0.94,medium
1404,decal,4.74,1.79,0.94,medium
5212,smear,4.74,1.54,0.97,medium
3987,orals,4.74,1.74,0.89,medium
3972,onion,4.74,1.75,1.0,medium
5301,sough,4.74,1.31,0.88,medium
1311,cures,4.74,4.77,0.94,medium
3063,kolas,4.74,2.24,0.9,medium
3096,lairs,4.74,1.69,0.91,medium
3070,kraft,4.74,11.46,0.95,medium
3062,kojak,4.74,1.61,0.99,medium
1139,colas,4.74,2.39,0.9,medium
4350,prawn,4.74,1.39,0.99,medium
1432,della,4.74,1.57,0.98,medium
1520,dizzy,4.74,70.08,0.91,medium
608,blued,4.74,3.45,0.93,medium
994,chili,4.74,3.04,0.98,medium
2716,hulls,4.74,8.95,0.89,medium
2964,kanji,4.74,1.37,0.99,medium
3674,moods,4.74,4.28,0.9,medium
3821,nervy,4.74,1.51,0.97,medium
3006,khmer,4.74,1.32,0.92,medium
5207,slyly,4.74,1.49,0.99,medium
5413,stamp,4.74,3.23,0.9,medium
5132,skews,4.74,1.85,0.97,medium
356,babel,4.74,12.23,0.9,medium
5042,shire,4.74,1.22,0.94,medium
2777,imams,4.74,1.76,0.95,medium
2901,jiffy,4.74,2.93,0.93,medium
238,apter,4.74,1.33,0.95,medium
1900,fargo,4.74,1.77,0.92,medium
6358,wives,4.74,14.12,0.88,medium
1011,chocs,4.74,1.4,0.98,medium
3406,macao,4.75,2.78,0.97,medium
2675,hoofs,4.75,6.2,0.95,medium
1072,clews,4.75,2.45,0.96,medium
748,brock,4.75,2.0,0.95,medium
6018,unfed,4.75,2.38,0.92,medium
4654,riggs,4.75,1.73,0.94,medium
2362,goren,4.75,2.26,0.96,medium
2708,hubby,4.75,1.59,0.93,medium
6049,users,4.75,3.75,0.94,medium
3563,merle,4.75,1.55,0.97,medium
1134,coifs,4.75,1.84,0.91,medium
3030,kiwis,4.75,1.41,0.97,medium
410,barre,4.75,1.68,0.96,medium
1458,dewey,4.75,1.81,0.98,medium
1514,diver,4.75,16.42,0.9,medium
389,bambi,4.75,2.03,0.95,medium
5653,taunt,4.75,4.92,0.91,medium
2261,ghana,4.75,1.41,0.99,medium
5949,tunny,4.75,2.24,0.87,medium
6156,vixen,4.75,1.05,0.97,medium
2040,flits,4.75,1.72,0.93,medium
5200,slums,4.75,1.53,0.96,medium
4928,scuff,4.75,1.42,0.97,medium
6373,wooer,4.75,1.3,0.93,medium
4034,ozzie,4.75,2.03,0.99,medium
1209,cover,4.75,13.36,0.9,medium
2332,godel,4.75,1.5,0.93,medium
728,brews,4.75,1.5,0.94,medium
703,bragg,4.75,1.35,0.96,medium
1660,duped,4.75,6.13,0.92,medium
2981,kayak,4.75,1.85,0.97,medium
4875,sawed,4.76,2.21,0.93,medium
5416,staph,4.76,1.54,0.85,medium
5568,swoop,4.76,1.78,0.95,medium
3500,maura,4.76,1.41,0.95,medium
6482,zaire,4.76,1.73,0.97,medium
2509,halve,4.76,1.43,0.93,medium
3279,llano,4.76,1.55,0.94,medium
3432,makes,4.76,75.15,0.91,medium
1924,fears,4.76,9.01,0.87,medium
6200,waive,4.76,1.5,0.95,medium
4984,sever,4.76,4.61,0.93,medium
6430,xxxvi,4.76,1.5,0.99,medium
4474,quinn,4.76,2.18,0.96,medium
5247,snobs,4.76,2.01,0.99,medium
2291,gives,4.76,10.47,0.89,medium
3855,niter,4.76,1.58,0.93,medium
5013,shaun,4.76,2.38,0.92,medium
506,berra,4.76,1.77,0.97,medium
3886,noses,4.76,4.35,0.88,medium
2219,gassy,4.76,1.83,0.97,medium
396,banks,4.76,17.71,0.94,medium
1750,ellen,4.76,2.11,0.98,medium
4607,rents,4.76,2.78,0.91,medium
4249,plath,4.76,1.36,0.96,medium
3700,motel,4.76,1.36,1.0,medium
5924,truss,4.76,1.8,0.96,medium
3061,kodak,4.76,2.11,1.0,medium
964,chard,4.76,2.12,0.95,medium
971,chats,4.76,1.95,0.93,medium
2684,horas,4.76,2.05,0.87,medium
5945,tuner,4.76,1.95,0.92,medium
716,brawl,4.76,1.8,0.99,medium
2899,jidda,4.76,2.48,0.98,medium
3672,monty,4.76,2.0,0.95,medium
3111,lanes,4.76,20.34,0.91,medium
1571,dover,4.76,68.5,0.88,medium
5392,squad,4.76,2.05,0.93,medium
1622,drubs,4.76,1.61,1.0,medium
4277,plush,4.76,1.67,0.98,medium
6322,wilda,4.77,1.97,0.94,medium
237,apses,4.77,1.53,0.89,medium
2645,hoffa,4.77,1.62,0.96,medium
4290,pokey,4.77,2.5,0.94,medium
3496,matte,4.77,1.53,0.94,medium
22,abuja,4.77,1.53,0.98,medium
3388,lutes,4.77,1.94,0.91,medium
6510,zukor,4.77,1.4,0.97,medium
4167,peron,4.77,1.3,0.97,medium
1361,dared,4.77,14.41,0.85,medium
1162,conch,4.77,1.62,0.98,medium
1157,comma,4.77,1.63,0.96,medium
1587,draft,4.77,1.82,0.92,medium
2439,grump,4.77,1.48,0.99,medium
3740,mural,4.77,1.52,0.97,medium
2105,found,4.77,4.95,0.86,medium
6263,weiss,4.77,1.73,0.92,medium
1948,fetal,4.77,1.54,0.96,medium
3139,latte,4.77,1.88,0.94,medium
872,camus,4.77,1.71,0.96,medium
1643,duets,4.77,1.57,0.93,medium
887,capek,4.77,1.89,0.96,medium
1220,coyle,4.77,2.96,0.98,medium
4813,sagan,4.77,1.3,0.96,medium
3393,lyell,4.77,1.22,0.96,medium
3337,lough,4.77,1.48,0.98,medium
6113,vetch,4.77,1.8,0.97,medium
1451,deter,4.77,3.25,0.96,medium
1554,dopey,4.77,1.38,0.95,medium
6328,willa,4.77,1.42,0.97,medium
1857,exile,4.77,3.29,0.98,medium
6071,vance,4.77,1.25,0.99,medium
5611,tamer,4.77,4.78,0.91,medium
2311,globs,4.77,1.82,0.91,medium
3982,oping,4.77,1.47,0.96,medium
3495,matey,4.77,1.53,0.98,medium
4781,runny,4.78,1.93,0.92,medium
5649,tatar,4.78,2.03,0.93,medium
5269,soddy,4.78,1.65,0.86,medium
5901,trips,4.78,2.43,0.94,medium
2479,gyves,4.78,2.04,0.98,medium
1613,droid,4.78,1.39,0.99,medium
4584,reeve,4.78,1.58,0.99,medium
5841,torte,4.78,1.41,0.95,medium
3785,nanak,4.78,1.87,0.96,medium
3803,nazca,4.78,2.16,0.97,medium
4380,prong,4.78,1.41,0.91,medium
3098,laius,4.78,2.12,0.86,medium
6041,urals,4.78,1.69,0.91,medium
2150,frown,4.78,4.62,0.9,medium
4571,recce,4.78,1.62,0.98,medium
6067,valor,4.78,1.66,0.91,medium
4021,overs,4.78,1.66,0.9,medium
6004,umber,4.78,2.11,0.94,medium
4040,pacey,4.78,1.74,0.98,medium
2412,grime,4.78,1.67,0.94,medium
5756,tibet,4.78,1.73,0.98,medium
439,bawdy,4.78,2.34,0.9,medium
1367,darla,4.78,2.29,0.94,medium
5672,teens,4.78,1.48,0.92,medium
3420,magog,4.78,3.7,0.96,medium
267,arron,4.78,1.44,0.98,medium
319,aural,4.78,2.03,0.94,medium
320,auras,4.78,1.81,0.93,medium
4860,sated,4.78,2.36,0.91,medium
6191,wager,4.78,5.98,0.9,medium
6352,wisps,4.78,67.69,0.94,medium
6454,yelps,4.78,1.48,0.96,medium
430,bates,4.79,11.38,0.87,medium
3258,linty,4.79,1.93,0.91,medium
69,adzes,4.79,1.65,0.92,medium
6420,xians,4.79,1.58,0.89,medium
338,awash,4.79,1.93,0.96,medium
2594,henna,4.79,1.94,0.91,medium
2690,horus,4.79,1.5,0.89,medium
5629,taper,4.79,4.73,0.94,medium
3073,krill,4.79,2.02,0.89,medium
5664,teams,4.79,2.19,0.95,medium
4624,retry,4.79,1.49,0.97,medium
4692,roans,4.79,1.51,0.91,medium
4697,robes,4.79,7.03,0.9,medium
2203,gamma,4.79,1.76,1.0,medium
2215,garth,4.79,1.75,0.94,medium
4564,rearm,4.79,1.43,0.98,medium
622,bobbi,4.79,1.65,0.98,medium
3100,lakes,4.79,8.42,0.85,medium
3042,kneed,4.79,1.27,0.94,medium
968,chary,4.79,1.72,0.94,medium
1722,eerie,4.79,2.91,0.99,medium
4854,sarky,4.79,1.5,0.87,medium
5877,treas,4.79,1.59,0.9,medium
4341,prada,4.79,1.64,0.99,medium
1163,condo,4.79,1.67,0.97,medium
5713,thant,4.79,1.18,0.99,medium
2345,gomez,4.79,3.45,0.98,medium
730,bribe,4.79,4.07,0.94,medium
5226,snack,4.79,1.48,0.98,medium
3906,nunez,4.79,1.31,0.99,medium
3909,nutty,4.79,1.71,0.9,medium
2257,germs,4.79,3.34,0.88,medium
3848,ninja,4.79,1.54,0.97,medium
1276,crook,4.79,2.54,0.97,medium
3438,malty,4.79,1.74,0.97,medium
3347,lovey,4.79,1.75,0.97,medium
6304,whits,4.79,1.49,0.9,medium
1653,dumpy,4.79,2.37,0.89,medium
1866,exude,4.79,1.87,0.99,medium
2548,hawks,4.79,3.7,0.95,medium
4180,pewee,4.8,1.33,0.99,medium
4503,ragas,4.8,1.7,0.93,medium
5234,snarf,4.8,1.56,0.96,medium
5236,snarl,4.8,2.1,0.93,medium
654,booby,4.8,7.24,0.94,medium
2062,flume,4.8,1.25,0.97,medium
3318,loony,4.8,1.65,0.91,medium
1927,fecal,4.8,1.76,0.92,medium
373,baize,4.8,1.63,0.94,medium
5951,tuque,4.8,1.64,0.99,medium
579,bleat,4.8,1.42,0.93,medium
3000,ketch,4.8,1.64,0.96,medium
1708,eddie,4.8,2.15,0.96,medium
141,allan,4.8,1.89,0.97,medium
4904,scoop,4.8,3.0,0.96,medium
2194,galen,4.8,2.09,0.93,medium
3588,midis,4.8,1.31,0.91,medium
3181,leggy,4.8,2.19,0.96,medium
6178,vulva,4.8,1.69,0.98,medium
5990,typed,4.8,2.09,0.94,medium
2295,glads,4.8,2.77,0.92,medium
4454,quaky,4.8,1.75,0.94,medium
5274,soggy,4.8,2.21,0.97,medium
2743,hyped,4.8,1.37,0.87,medium
1639,ducts,4.8,1.66,0.88,medium
3961,ollie,4.8,1.78,0.96,medium
3791,narcs,4.8,1.58,0.9,medium
3470,marge,4.8,2.89,0.92,medium
4293,poles,4.8,11.71,0.83,medium
4997,shake,4.8,5.63,0.9,medium
4804,sacks,4.81,9.01,0.89,medium
3410,macho,4.81,4.21,0.95,medium
3434,males,4.81,13.13,0.84,medium
6395,wreak,4.81,2.37,0.92,medium
5820,toned,4.81,3.81,0.91,medium
6473,ypres,4.81,1.61,0.85,medium
2514,haney,4.81,1.45,0.95,medium
1023,chugs,4.81,1.59,0.98,medium
4086,parka,4.81,3.07,0.97,medium
3752,muted,4.81,1.64,0.94,medium
3115,lapel,4.81,1.75,0.95,medium
1645,duffy,4.81,2.23,0.96,medium
3072,krebs,4.81,4.43,0.83,medium
2142,frodo,4.81,1.46,0.93,medium
597,blocs,4.81,1.72,0.95,medium
1244,creak,4.81,1.56,0.95,medium
3001,keven,4.81,1.39,0.96,medium
3685,mopey,4.81,2.05,0.96,medium
211,annex,4.81,1.66,1.0,medium
4885,scaly,4.81,2.59,0.91,medium
2919,joist,4.81,3.17,0.93,medium
6,abbas,4.81,2.28,0.94,medium
5622,tangy,4.81,1.83,0.94,medium
825,butts,4.81,4.28,0.88,medium
5683,tends,4.81,8.15,0.86,medium
5834,topee,4.81,1.98,0.97,medium
2095,forks,4.81,4.46,0.95,medium
108,aitch,4.81,1.84,0.86,medium
2704,howdy,4.81,1.9,0.94,medium
5446,sties,4.81,1.23,0.94,medium
1945,ferny,4.81,1.45,0.96,medium
1971,fight,4.81,7.0,0.86,medium
722,bream,4.81,1.58,0.97,medium
3151,layla,4.82,3.32,0.97,medium
1253,creme,4.82,1.9,0.97,medium
1369,darth,4.82,1.92,0.94,medium
1993,fired,4.82,3.97,0.91,medium
1370,darts,4.82,6.06,0.86,medium
5251,snoot,4.82,2.02,0.99,medium
1494,dinky,4.82,1.8,0.95,medium
997,chimp,4.82,8.5,0.92,medium
2393,grate,4.82,4.87,0.86,medium
3468,marcy,4.82,1.34,0.98,medium
3263,lippi,4.82,1.76,0.97,medium
4087,parks,4.82,6.44,0.88,medium
2968,karat,4.82,1.92,0.98,medium
4077,paper,4.82,15.66,0.82,medium
2744,hyper,4.82,1.62,0.9,medium
828,buyer,4.82,6.67,0.87,medium
5525,surer,4.82,2.55,0.95,medium
4122,peach,4.82,1.22,0.93,medium
4306,pooch,4.82,1.54,0.98,medium
5968,twats,4.82,2.55,0.96,medium
81,agana,4.82,1.61,0.94,medium
50,addle,4.82,2.12,0.94,medium
576,blaze,4.82,5.51,0.95,medium
6171,vonda,4.82,2.94,0.91,medium
6250,weeds,4.82,8.87,0.91,medium
4950,seers,4.82,5.94,0.93,medium
5232,snaps,4.82,2.08,0.95,medium
1322,cusps,4.82,2.15,0.99,medium
2540,hauls,4.82,1.98,0.95,medium
241,arabs,4.83,4.04,0.97,medium
2980,kauai,4.83,2.29,0.97,medium
1606,drier,4.83,1.8,0.92,medium
3874,nolan,4.83,1.7,0.94,medium
4499,radii,4.83,1.31,0.99,medium
3899,nuder,4.83,2.28,0.89,medium
4348,prats,4.83,1.77,0.91,medium
2860,jamie,4.83,2.2,0.97,medium
2872,jatos,4.83,1.42,0.92,medium
1477,dijon,4.83,2.53,0.97,medium
1984,finds,4.83,9.07,0.85,medium
5118,sissy,4.83,1.54,0.93,medium
5644,taser,4.83,2.6,0.85,medium
5634,tares,4.83,6.68,0.85,medium
5639,tarps,4.83,2.13,0.94,medium
3679,moors,4.83,2.4,0.94,medium
3135,latex,4.83,1.39,0.99,medium
5198,slugs,4.83,2.82,0.94,medium
4326,posed,4.83,2.11,0.92,medium
4335,poufs,4.83,3.68,0.95,medium
3758,myers,4.83,2.87,0.85,medium
3530,meats,4.83,12.32,0.88,medium
3246,limos,4.83,1.75,0.94,medium
1352,danae,4.83,1.63,0.95,medium
1772,emile,4.83,1.31,0.94,medium
4506,ragga,4.83,1.62,0.98,medium
216,anons,4.83,3.54,0.96,medium
1547,donny,4.83,1.62,0.97,medium
5062,shove,4.83,1.18,0.96,medium
3491,match,4.83,6.36,0.82,medium
4,abash,4.83,2.33,0.93,medium
4947,seeks,4.83,4.46,0.95,medium
6092,velez,4.84,2.06,0.94,medium
4652,rifts,4.84,1.77,0.93,medium
3689,morel,4.84,1.91,0.94,medium
3132,lasts,4.84,3.68,0.94,medium
400,bards,4.84,4.58,0.93,medium
3548,melts,4.84,3.09,0.91,medium
4042,pacts,4.84,2.49,0.94,medium
2998,kerri,4.84,2.28,0.94,medium
3018,kinds,4.84,3.93,0.86,medium
4892,scarp,4.84,1.24,0.98,medium
6481,yurts,4.84,1.66,0.88,medium
25,abuzz,4.84,1.66,1.0,medium
5326,spate,4.84,1.51,0.95,medium
4425,puree,4.84,1.37,0.99,medium
4547,ravel,4.84,1.51,0.93,medium
2176,furze,4.84,1.49,0.97,medium
4346,prank,4.84,1.51,0.93,medium
2960,jurua,4.84,1.75,0.97,medium
4151,penna,4.84,2.49,0.95,medium
3837,niffy,4.84,2.27,0.94,medium
5228,snags,4.84,2.56,0.95,medium
2725,hunks,4.84,4.57,0.95,medium
5660,taxon,4.84,2.34,0.94,medium
4323,porno,4.84,1.74,0.98,medium
2267,gibbs,4.84,2.44,0.97,medium
5278,soles,4.84,8.28,0.84,medium
3955,oking,4.84,1.62,0.92,medium
532,biers,4.84,1.5,0.93,medium
3272,liven,4.84,1.08,0.99,medium
6343,winos,4.84,1.53,0.91,medium
628,boffo,4.84,2.24,0.99,medium
6208,walls,4.84,7.98,0.85,medium
6410,wurst,4.84,1.55,0.92,medium
4602,remus,4.85,1.47,0.96,medium
3216,libel,4.85,1.49,0.99,medium
3792,narky,4.85,1.8,0.93,medium
226,anzus,4.85,1.65,0.95,medium
240,aquas,4.85,1.84,0.97,medium
984,chevy,4.85,1.4,0.94,medium
993,chile,4.85,3.08,0.91,medium
6507,zorch,4.85,1.37,0.96,medium
2165,fumed,4.85,2.81,0.92,medium
6276,wezen,4.85,1.77,0.96,medium
1124,codas,4.85,1.56,0.95,medium
2262,ghats,4.85,2.12,0.95,medium
1227,crags,4.85,5.71,0.9,medium
4073,pants,4.85,18.18,0.92,medium
966,chars,4.85,1.56,0.93,medium
4132,pecks,4.85,68.97,0.9,medium
2735,hussy,4.85,1.69,0.89,medium
4466,queue,4.85,1.62,0.98,medium
3902,nuked,4.85,1.48,0.92,medium
726,brett,4.85,1.29,0.97,medium
836,cabby,4.85,3.99,0.9,medium
2677,hooks,4.85,4.75,0.94,medium
4351,prays,4.85,4.19,0.9,medium
4447,pzazz,4.85,1.38,1.0,medium
6177,vowel,4.85,1.45,0.93,medium
1953,fetus,4.85,2.18,0.93,medium
4719,romps,4.85,1.12,0.9,medium
2822,irate,4.85,1.3,0.88,medium
5543,swash,4.85,2.85,0.96,medium
5461,stomp,4.85,1.26,0.89,medium
5604,tales,4.85,6.53,0.85,medium
447,beads,4.85,2.53,0.89,medium
623,bobby,4.85,8.01,0.95,medium
2988,keels,4.85,3.43,0.95,medium
113,akron,4.85,1.44,0.93,medium
6281,whats,4.85,1.88,0.92,medium
6220,wards,4.85,5.1,0.89,medium
2208,ganja,4.85,2.27,0.96,medium
382,balks,4.86,6.11,0.91,medium
2672,hooch,4.86,1.85,0.96,medium
