n_tries,n_choices,guesses,feedback,won
4,"[6512, 1016, 117, 1]","['eagle', 'vines', 'dress', 'herds']","{'false_letters': ['i', 'v', 'n', 'g', 'a', 'l'], 'true_letters': {4: 's', 0: 'h', 1: 'e', 2: 'r', 3: 'd'}, 'misplaced_letters': {0: ['e', 'd'], 4: ['e'], 3: ['e', 's'], 1: ['r'], 2: ['e']}}",1
4,"[6512, 76, 3, 1]","['sheer', 'plead', 'dwell', 'dwelt']","{'false_letters': ['p', 's', 'a', 'r', 'h'], 'true_letters': {2: 'e', 0: 'd', 1: 'w', 3: 'l', 4: 't'}, 'misplaced_letters': {3: ['e'], 1: ['l'], 4: ['d', 'l']}}",1
4,"[6512, 220, 44, 9]","['since', 'sorts', 'shall', 'sammy']","{'false_letters': ['e', 'i', 'o', 'n', 'l', 'r', 't', 'h', 'c'], 'true_letters': {0: 's', 1: 'a', 2: 'm', 3: 'm', 4: 'y'}, 'misplaced_letters': {4: ['s'], 2: ['a']}}",1
6,"[6512, 718, 94, 14, 10, 5]","['shark', 'dents', 'giles', 'fixes', 'vices', 'pipes']","{'false_letters': ['f', 'n', 'v', 'g', 'x', 'd', 'a', 'r', 'l', 'k', 't', 'h', 'c'], 'true_letters': {4: 's', 1: 'i', 3: 'e', 0: 'p', 2: 'p'}, 'misplaced_letters': {0: ['s'], 1: ['e']}}",1
6,"[6512, 83, 64, 39, 18, 1]","['tarry', 'happy', 'sammy', 'fancy', 'daily', 'gaily']","{'false_letters': ['p', 'f', 'n', 'd', 'm', 's', 'r', 't', 'h', 'c'], 'true_letters': {1: 'a', 4: 'y', 2: 'i', 3: 'l', 0: 'g'}, 'misplaced_letters': {}}",1
3,"[6512, 195, 17]","['patch', 'start', 'float']","{'false_letters': ['p', 's', 'r', 'h', 'c'], 'true_letters': {4: 't', 0: 'f', 1: 'l', 2: 'o', 3: 'a'}, 'misplaced_letters': {1: ['a', 't'], 2: ['t', 'a']}}",1
3,"[6512, 366, 50]","['tints', 'queen', 'noble']","{'false_letters': ['u', 'i', 'q', 's', 't'], 'true_letters': {0: 'n', 1: 'o', 2: 'b', 3: 'l', 4: 'e'}, 'misplaced_letters': {2: ['n', 'e'], 3: ['e'], 4: ['n']}}",1
5,"[6512, 1816, 22, 7, 4]","['brown', 'deeps', 'shell', 'siege', 'steam']","{'false_letters': ['p', 'i', 'o', 'n', 'w', 'g', 'd', 'b', 'l', 'r', 'h'], 'true_letters': {2: 'e', 0: 's', 1: 't', 3: 'a', 4: 'm'}, 'misplaced_letters': {1: ['e'], 4: ['s', 'e']}}",1
4,"[6512, 525, 18, 1]","['males', 'booby', 'brink', 'burnt']","{'false_letters': ['e', 'i', 'o', 'y', 'm', 's', 'a', 'l', 'k'], 'true_letters': {0: 'b', 3: 'n', 1: 'u', 2: 'r', 4: 't'}, 'misplaced_letters': {3: ['b'], 1: ['r']}}",1
2,"[6512, 21]","['angel', 'unite']","{'false_letters': ['g', 'a', 'l'], 'true_letters': {1: 'n', 0: 'u', 2: 'i', 3: 't', 4: 'e'}, 'misplaced_letters': {3: ['e']}}",1
3,"[6512, 76, 1]","['lusty', 'mayor', 'myrrh']","{'false_letters': ['u', 'o', 's', 'l', 'a', 't'], 'true_letters': {0: 'm', 1: 'y', 2: 'r', 3: 'r', 4: 'h'}, 'misplaced_letters': {4: ['y', 'r'], 2: ['y']}}",1
3,"[6512, 180, 2]","['crown', 'shout', 'tooth']","{'false_letters': ['u', 'n', 'w', 's', 'r', 'c'], 'true_letters': {2: 'o', 0: 't', 1: 'o', 3: 't', 4: 'h'}, 'misplaced_letters': {1: ['h'], 4: ['t']}}",1
4,"[6512, 1272, 52, 1]","['cover', 'staid', 'flung', 'fully']","{'false_letters': ['e', 'i', 'o', 'n', 'v', 'g', 'd', 's', 'a', 'r', 't', 'c'], 'true_letters': {0: 'f', 1: 'u', 2: 'l', 3: 'l', 4: 'y'}, 'misplaced_letters': {1: ['l'], 2: ['u']}}",1
5,"[6512, 722, 85, 12, 1]","['towed', 'reach', 'smell', 'knife', 'ennui']","{'false_letters': ['f', 'o', 'w', 'd', 'm', 's', 'a', 'r', 'l', 'k', 't', 'h', 'c'], 'true_letters': {1: 'n', 0: 'e', 2: 'n', 3: 'u', 4: 'i'}, 'misplaced_letters': {3: ['e'], 1: ['e'], 2: ['e', 'i'], 4: ['e']}}",1
4,"[6512, 329, 72, 4]","['risen', 'awake', 'globe', 'judge']","{'false_letters': ['i', 'o', 'n', 'w', 'b', 's', 'a', 'r', 'l', 'k'], 'true_letters': {4: 'e', 0: 'j', 1: 'u', 2: 'd', 3: 'g'}, 'misplaced_letters': {3: ['e'], 0: ['g']}}",1
5,"[6512, 2020, 61, 2, 1]","['fluid', 'stray', 'shake', 'snake', 'spake']","{'false_letters': ['f', 'u', 'i', 'y', 'n', 'd', 'l', 'r', 't', 'h'], 'true_letters': {0: 's', 2: 'a', 3: 'k', 4: 'e', 1: 'p'}, 'misplaced_letters': {3: ['a']}}",1
4,"[6512, 1051, 10, 3]","['wives', 'flour', 'plato', 'alamo']","{'false_letters': ['e', 'p', 'u', 'f', 'i', 'v', 'w', 's', 'r', 't'], 'true_letters': {1: 'l', 2: 'a', 4: 'o', 0: 'a', 3: 'm'}, 'misplaced_letters': {2: ['o']}}",1
5,"[6512, 445, 11, 4, 3]","['needs', 'fount', 'chant', 'plant', 'grant']","{'false_letters': ['e', 'p', 'u', 'f', 'o', 'd', 's', 'l', 'h', 'c'], 'true_letters': {3: 'n', 4: 't', 2: 'a', 0: 'g', 1: 'r'}, 'misplaced_letters': {0: ['n']}}",1
4,"[6512, 158, 4, 1]","['later', 'elbow', 'bless', 'blend']","{'false_letters': ['o', 'w', 's', 'a', 'r', 't'], 'true_letters': {1: 'l', 0: 'b', 2: 'e', 3: 'n', 4: 'd'}, 'misplaced_letters': {0: ['l', 'e'], 3: ['e'], 2: ['b']}}",1
5,"[6512, 1750, 98, 4, 3]","['guilt', 'spray', 'drake', 'drama', 'drawn']","{'false_letters': ['p', 'e', 'u', 'i', 'y', 'g', 'm', 's', 'l', 'k', 't'], 'true_letters': {0: 'd', 1: 'r', 2: 'a', 3: 'w', 4: 'n'}, 'misplaced_letters': {2: ['r'], 3: ['a'], 4: ['a']}}",1
4,"[6512, 432, 43, 2]","['tints', 'asked', 'scale', 'chase']","{'false_letters': ['i', 'n', 'd', 'l', 'k', 't'], 'true_letters': {2: 'a', 4: 'e', 0: 'c', 1: 'h', 3: 's'}, 'misplaced_letters': {4: ['s'], 0: ['a', 's'], 1: ['s', 'c'], 3: ['e']}}",1
3,"[6512, 448, 15]","['cords', 'fiery', 'aware']","{'false_letters': ['f', 'i', 'o', 'y', 'd', 's', 'c'], 'true_letters': {3: 'r', 0: 'a', 1: 'w', 2: 'a', 4: 'e'}, 'misplaced_letters': {2: ['r', 'e']}}",1
5,"[6512, 60, 10, 4, 3]","['hymns', 'lamps', 'james', 'games', 'dames']","{'false_letters': ['p', 'j', 'y', 'n', 'g', 'l', 'h'], 'true_letters': {2: 'm', 4: 's', 1: 'a', 3: 'e', 0: 'd'}, 'misplaced_letters': {}}",1
5,"[6512, 557, 222, 34, 5]","['brown', 'opium', 'today', 'folks', 'holes']","{'false_letters': ['p', 'f', 'u', 'i', 'y', 'n', 'w', 'm', 'b', 'd', 'a', 'r', 'k', 't'], 'true_letters': {1: 'o', 2: 'l', 4: 's', 0: 'h', 3: 'e'}, 'misplaced_letters': {2: ['o'], 0: ['o']}}",1
3,"[6512, 48, 6]","['alley', 'yours', 'dying']","{'false_letters': ['e', 'u', 'o', 's', 'a', 'l', 'r'], 'true_letters': {0: 'd', 1: 'y', 2: 'i', 3: 'n', 4: 'g'}, 'misplaced_letters': {4: ['y'], 0: ['y']}}",1
4,"[6512, 502, 139, 3]","['fades', 'turns', 'wills', 'shows']","{'false_letters': ['f', 'e', 'u', 'i', 'n', 'd', 'a', 'r', 'l', 't'], 'true_letters': {4: 's', 0: 's', 1: 'h', 2: 'o', 3: 'w'}, 'misplaced_letters': {0: ['w']}}",1
3,"[6512, 937, 2]","['shoes', 'final', 'fifty']","{'false_letters': ['e', 'o', 'n', 's', 'a', 'l', 'h'], 'true_letters': {0: 'f', 1: 'i', 2: 'f', 3: 't', 4: 'y'}, 'misplaced_letters': {}}",1
3,"[6512, 22, 2]","['coast', 'pilot', 'idiot']","{'false_letters': ['p', 's', 'a', 'l', 'c'], 'true_letters': {4: 't', 3: 'o', 0: 'i', 1: 'd', 2: 'i'}, 'misplaced_letters': {1: ['o', 'i']}}",1
5,"[6512, 559, 72, 25, 1]","['plaid', 'chief', 'vines', 'rites', 'times']","{'false_letters': ['p', 'f', 'v', 'n', 'd', 'a', 'l', 'r', 'h', 'c'], 'true_letters': {3: 'e', 1: 'i', 4: 's', 0: 't', 2: 'm'}, 'misplaced_letters': {3: ['i'], 2: ['i', 't']}}",1
4,"[6512, 1278, 46, 3]","['grows', 'meted', 'exalt', 'event']","{'false_letters': ['o', 'x', 'g', 'w', 'd', 'm', 's', 'a', 'r', 'l'], 'true_letters': {0: 'e', 4: 't', 1: 'v', 2: 'e', 3: 'n'}, 'misplaced_letters': {1: ['e'], 2: ['t'], 3: ['e']}}",1
6,"[6512, 315, 36, 4, 3, 2]","['rival', 'hints', 'kinds', 'winds', 'finds', 'minds']","{'false_letters': ['f', 'v', 'w', 'l', 'r', 'a', 'k', 't', 'h'], 'true_letters': {1: 'i', 2: 'n', 4: 's', 3: 'd', 0: 'm'}, 'misplaced_letters': {}}",1
4,"[6512, 979, 9, 6]","['marks', 'elbow', 'elect', 'elude']","{'false_letters': ['o', 'w', 'm', 'b', 's', 'a', 'r', 'k', 't', 'c'], 'true_letters': {0: 'e', 1: 'l', 2: 'u', 3: 'd', 4: 'e'}, 'misplaced_letters': {2: ['e']}}",1
3,"[6512, 130, 16]","['gates', 'cruse', 'whose']","{'false_letters': ['u', 'g', 'a', 'r', 't', 'c'], 'true_letters': {3: 's', 4: 'e', 0: 'w', 1: 'h', 2: 'o'}, 'misplaced_letters': {3: ['e'], 4: ['s']}}",1
4,"[6512, 217, 19, 2]","['bushy', 'mount', 'value', 'fraud']","{'false_letters': ['e', 'o', 'y', 'v', 'n', 'm', 'b', 's', 'l', 't', 'h'], 'true_letters': {3: 'u', 0: 'f', 1: 'r', 2: 'a', 4: 'd'}, 'misplaced_letters': {1: ['u', 'a'], 2: ['u']}}",1
4,"[6512, 130, 13, 2]","['beaks', 'plans', 'coals', 'liars']","{'false_letters': ['e', 'p', 'o', 'n', 'b', 'k', 'c'], 'true_letters': {2: 'a', 4: 's', 0: 'l', 1: 'i', 3: 'r'}, 'misplaced_letters': {1: ['l'], 3: ['l']}}",1
3,"[6512, 906, 16]","['teach', 'brown', 'moons']","{'false_letters': ['e', 'w', 'b', 'a', 'r', 't', 'h', 'c'], 'true_letters': {2: 'o', 0: 'm', 1: 'o', 3: 'n', 4: 's'}, 'misplaced_letters': {4: ['n']}}",1
5,"[6512, 635, 77, 6, 3]","['spake', 'angry', 'marco', 'friar', 'uriah']","{'false_letters': ['p', 'e', 'f', 'o', 'y', 'n', 'g', 'm', 's', 'k', 'c'], 'true_letters': {1: 'r', 2: 'i', 3: 'a', 0: 'u', 4: 'h'}, 'misplaced_letters': {2: ['a', 'r'], 0: ['a'], 3: ['r'], 1: ['a'], 4: ['r']}}",1
6,"[6512, 609, 109, 11, 5, 4]","['giver', 'world', 'tarry', 'parts', 'carts', 'harts']","{'false_letters': ['e', 'p', 'i', 'o', 'y', 'v', 'g', 'w', 'd', 'l', 'c'], 'true_letters': {2: 'r', 1: 'a', 3: 't', 4: 's', 0: 'h'}, 'misplaced_letters': {4: ['r'], 0: ['t'], 3: ['r']}}",1
6,"[6512, 213, 117, 36, 28, 2]","['breed', 'hoped', 'taxed', 'faded', 'waned', 'named']","{'false_letters': ['p', 'f', 'o', 'x', 'w', 'b', 'r', 't', 'h'], 'true_letters': {3: 'e', 4: 'd', 1: 'a', 0: 'n', 2: 'm'}, 'misplaced_letters': {2: ['e', 'd', 'n']}}",1
4,"[6512, 1027, 15, 1]","['chide', 'wafer', 'newly', 'swell']","{'false_letters': ['f', 'i', 'y', 'n', 'd', 'a', 'r', 'h', 'c'], 'true_letters': {3: 'l', 0: 's', 1: 'w', 2: 'e', 4: 'l'}, 'misplaced_letters': {4: ['e'], 0: ['w'], 3: ['e'], 1: ['e'], 2: ['w']}}",1
4,"[6512, 151, 7, 2]","['water', 'deity', 'items', 'eight']","{'false_letters': ['y', 'w', 'd', 'm', 's', 'a', 'r'], 'true_letters': {0: 'e', 1: 'i', 2: 'g', 3: 'h', 4: 't'}, 'misplaced_letters': {2: ['t', 'i', 'e'], 3: ['e', 't'], 1: ['e', 't'], 0: ['i']}}",1
3,"[6512, 1674, 3]","['trick', 'blows', 'swell']","{'false_letters': ['i', 'o', 'b', 'r', 'k', 't', 'c'], 'true_letters': {0: 's', 1: 'w', 2: 'e', 3: 'l', 4: 'l'}, 'misplaced_letters': {1: ['l'], 3: ['w'], 4: ['s']}}",1
3,"[6512, 149, 35]","['crust', 'cecil', 'canoe']","{'false_letters': ['u', 'i', 's', 'l', 'r', 't'], 'true_letters': {0: 'c', 1: 'a', 2: 'n', 3: 'o', 4: 'e'}, 'misplaced_letters': {1: ['e'], 2: ['c']}}",1
4,"[6512, 376, 21, 3]","['spasm', 'wages', 'assay', 'usual']","{'false_letters': ['p', 'e', 'y', 'w', 'g', 'm'], 'true_letters': {1: 's', 3: 'a', 0: 'u', 2: 'u', 4: 'l'}, 'misplaced_letters': {0: ['s', 'a'], 2: ['a', 's'], 3: ['s'], 1: ['a'], 4: ['s']}}",1
3,"[6512, 36, 13]","['slain', 'china', 'taint']","{'false_letters': ['l', 'h', 's', 'c'], 'true_letters': {2: 'i', 3: 'n', 0: 't', 1: 'a', 4: 't'}, 'misplaced_letters': {2: ['a'], 3: ['i'], 4: ['n', 'a']}}",1
4,"[6512, 137, 2, 1]","['truly', 'least', 'plate', 'elate']","{'false_letters': ['p', 'u', 'y', 's', 'r'], 'true_letters': {2: 'a', 1: 'l', 3: 't', 4: 'e', 0: 'e'}, 'misplaced_letters': {0: ['t', 'l'], 3: ['l'], 1: ['e'], 4: ['t']}}",1
3,"[6512, 139, 8]","['sloop', 'loved', 'godly']","{'false_letters': ['p', 'e', 's', 'v'], 'true_letters': {1: 'o', 0: 'g', 2: 'd', 3: 'l', 4: 'y'}, 'misplaced_letters': {1: ['l'], 2: ['o'], 3: ['o'], 0: ['l'], 4: ['d']}}",1
5,"[6512, 3322, 184, 10, 1]","['mimic', 'stoop', 'sewed', 'swung', 'squaw']","{'false_letters': ['p', 'e', 'i', 'o', 'n', 'g', 'm', 'd', 't', 'c'], 'true_letters': {0: 's', 2: 'u', 1: 'q', 3: 'a', 4: 'w'}, 'misplaced_letters': {2: ['w'], 1: ['w']}}",1
3,"[6512, 77, 2]","['teach', 'hangs', 'hands']","{'false_letters': ['t', 'g', 'e', 'c'], 'true_letters': {0: 'h', 1: 'a', 2: 'n', 4: 's', 3: 'd'}, 'misplaced_letters': {2: ['a'], 4: ['h']}}",1
5,"[6512, 2538, 36, 10, 1]","['aback', 'risen', 'going', 'unfit', 'until']","{'false_letters': ['e', 'f', 'o', 'g', 'b', 's', 'a', 'r', 'k', 'c'], 'true_letters': {0: 'u', 1: 'n', 3: 'i', 2: 't', 4: 'l'}, 'misplaced_letters': {1: ['i'], 4: ['n', 't'], 2: ['i'], 3: ['n']}}",1
4,"[6512, 82, 34, 6]","['death', 'dizzy', 'drums', 'downs']","{'false_letters': ['e', 'u', 'i', 'z', 'y', 'm', 'a', 'r', 't', 'h'], 'true_letters': {0: 'd', 4: 's', 1: 'o', 2: 'w', 3: 'n'}, 'misplaced_letters': {}}",1
4,"[6512, 836, 28, 1]","['women', 'taste', 'abuse', 'abase']","{'false_letters': ['u', 'o', 'n', 'w', 'm', 't'], 'true_letters': {4: 'e', 0: 'a', 1: 'b', 3: 's', 2: 'a'}, 'misplaced_letters': {3: ['e'], 1: ['a'], 2: ['s']}}",1
3,"[6512, 3, 2]","['shoes', 'ghost', 'whoso']","{'false_letters': ['e', 'g', 't'], 'true_letters': {1: 'h', 2: 'o', 3: 's', 0: 'w', 4: 'o'}, 'misplaced_letters': {0: ['s'], 4: ['s']}}",1
5,"[6512, 70, 23, 13, 9]","['usury', 'nurse', 'lurks', 'hurts', 'curds']","{'false_letters': ['e', 'y', 'n', 'l', 'k', 't', 'h'], 'true_letters': {1: 'u', 2: 'r', 4: 's', 0: 'c', 3: 'd'}, 'misplaced_letters': {0: ['u'], 1: ['s'], 2: ['u'], 3: ['r', 's']}}",1
5,"[6512, 1302, 55, 11, 1]","['lungs', 'motor', 'dated', 'witch', 'witty']","{'false_letters': ['e', 'u', 'o', 'n', 'g', 'm', 'd', 's', 'l', 'r', 'a', 'h', 'c'], 'true_letters': {2: 't', 0: 'w', 1: 'i', 3: 't', 4: 'y'}, 'misplaced_letters': {}}",1
4,"[6512, 121, 8, 6]","['spoke', 'pumps', 'pulls', 'puffs']","{'false_letters': ['e', 'o', 'm', 'l', 'k'], 'true_letters': {0: 'p', 1: 'u', 4: 's', 2: 'f', 3: 'f'}, 'misplaced_letters': {0: ['s'], 1: ['p'], 3: ['p']}}",1
3,"[6512, 1333, 25]","['yoked', 'fairs', 'harps']","{'false_letters': ['e', 'f', 'i', 'o', 'y', 'd', 'k'], 'true_letters': {1: 'a', 4: 's', 0: 'h', 2: 'r', 3: 'p'}, 'misplaced_letters': {3: ['r']}}",1
3,"[6512, 635, 3]","['bulls', 'posse', 'rosin']","{'false_letters': ['p', 'e', 'u', 'b', 'l'], 'true_letters': {1: 'o', 2: 's', 0: 'r', 3: 'i', 4: 'n'}, 'misplaced_letters': {4: ['s'], 3: ['s']}}",1
3,"[6512, 781, 15]","['occur', 'right', 'there']","{'false_letters': ['u', 'i', 'o', 'g', 'c'], 'true_letters': {0: 't', 1: 'h', 2: 'e', 3: 'r', 4: 'e'}, 'misplaced_letters': {4: ['r', 't'], 0: ['r'], 3: ['h']}}",1
5,"[6512, 1440, 44, 10, 2]","['perch', 'falls', 'livid', 'gogol', 'gloom']","{'false_letters': ['p', 'e', 'i', 'f', 'v', 'd', 's', 'a', 'r', 'h', 'c'], 'true_letters': {0: 'g', 3: 'o', 1: 'l', 2: 'o', 4: 'm'}, 'misplaced_letters': {2: ['l', 'g'], 3: ['l'], 0: ['l'], 1: ['o'], 4: ['l']}}",1
6,"[6512, 31, 19, 12, 10, 5]","['carlo', 'cedar', 'crack', 'crazy', 'crags', 'crabs']","{'false_letters': ['e', 'z', 'o', 'y', 'g', 'd', 'l', 'k'], 'true_letters': {0: 'c', 1: 'r', 2: 'a', 4: 's', 3: 'b'}, 'misplaced_letters': {1: ['a'], 2: ['r'], 3: ['a', 'c'], 4: ['r']}}",1
3,"[6512, 156, 2]","['begun', 'pause', 'pulse']","{'false_letters': ['g', 'n', 'b', 'a'], 'true_letters': {0: 'p', 3: 's', 4: 'e', 1: 'u', 2: 'l'}, 'misplaced_letters': {1: ['e'], 3: ['u'], 2: ['u']}}",1
3,"[6512, 14, 2]","['dinah', 'dunce', 'dense']","{'false_letters': ['u', 'i', 'a', 'h', 'c'], 'true_letters': {0: 'd', 2: 'n', 4: 'e', 1: 'e', 3: 's'}, 'misplaced_letters': {}}",1
2,"[6512, 76]","['ruled', 'blush']","{'false_letters': ['r', 'e', 'd'], 'true_letters': {0: 'b', 1: 'l', 2: 'u', 3: 's', 4: 'h'}, 'misplaced_letters': {1: ['u'], 2: ['l']}}",1
4,"[6512, 53, 20, 2]","['dusky', 'sammy', 'story', 'sixty']","{'false_letters': ['u', 'o', 'd', 'm', 'a', 'r', 'k'], 'true_letters': {4: 'y', 0: 's', 1: 'i', 2: 'x', 3: 't'}, 'misplaced_letters': {2: ['s'], 1: ['t']}}",1
6,"[6512, 998, 112, 23, 6, 5]","['bread', 'civil', 'mists', 'sinks', 'winks', 'pinks']","{'false_letters': ['e', 'v', 'w', 'd', 'b', 'm', 'a', 'r', 'l', 't', 'c'], 'true_letters': {1: 'i', 4: 's', 2: 'n', 3: 'k', 0: 'p'}, 'misplaced_letters': {3: ['i'], 2: ['s'], 0: ['s']}}",1
5,"[6512, 304, 20, 6, 1]","['purse', 'minor', 'train', 'grind', 'drink']","{'false_letters': ['p', 'e', 'u', 'o', 'g', 'm', 's', 'a', 't'], 'true_letters': {1: 'r', 2: 'i', 3: 'n', 0: 'd', 4: 'k'}, 'misplaced_letters': {2: ['r', 'n'], 1: ['i'], 4: ['r', 'n', 'd'], 3: ['i']}}",1
5,"[6512, 52, 28, 2, 1]","['spice', 'false', 'house', 'those', 'whose']","{'false_letters': ['p', 'f', 'u', 'i', 'l', 'a', 't', 'c'], 'true_letters': {4: 'e', 3: 's', 1: 'h', 2: 'o', 0: 'w'}, 'misplaced_letters': {0: ['s', 'h'], 1: ['o']}}",1
3,"[6512, 110, 6]","['goods', 'world', 'loved']","{'false_letters': ['r', 'g', 'w', 's'], 'true_letters': {1: 'o', 4: 'd', 0: 'l', 2: 'v', 3: 'e'}, 'misplaced_letters': {2: ['o'], 3: ['d', 'l']}}",1
3,"[6512, 463, 3]","['plant', 'looks', 'skull']","{'false_letters': ['p', 'o', 'n', 'a', 't'], 'true_letters': {0: 's', 1: 'k', 2: 'u', 3: 'l', 4: 'l'}, 'misplaced_letters': {1: ['l'], 0: ['l'], 3: ['k'], 4: ['s']}}",1
4,"[6512, 720, 138, 1]","['abide', 'every', 'otter', 'other']","{'false_letters': ['i', 'y', 'v', 'd', 'b', 'a'], 'true_letters': {0: 'o', 1: 't', 3: 'e', 4: 'r', 2: 'h'}, 'misplaced_letters': {4: ['e'], 0: ['e'], 2: ['e', 't'], 3: ['r']}}",1
2,"[6512, 48]","['month', 'horse']","{'false_letters': ['t', 'm', 'n'], 'true_letters': {1: 'o', 0: 'h', 2: 'r', 3: 's', 4: 'e'}, 'misplaced_letters': {4: ['h']}}",1
4,"[6512, 1012, 141, 4]","['sworn', 'light', 'flame', 'plump']","{'false_letters': ['f', 'e', 'i', 'o', 'n', 'w', 'g', 's', 'a', 'r', 't', 'h'], 'true_letters': {1: 'l', 3: 'm', 0: 'p', 2: 'u', 4: 'p'}, 'misplaced_letters': {0: ['l']}}",1
6,"[6512, 953, 259, 7, 2, 1]","['steel', 'funny', 'arrow', 'brook', 'brood', 'broom']","{'false_letters': ['e', 'f', 'u', 'y', 'n', 'w', 'd', 's', 'l', 'a', 'k', 't'], 'true_letters': {1: 'r', 3: 'o', 0: 'b', 2: 'o', 4: 'm'}, 'misplaced_letters': {2: ['r']}}",1
3,"[6512, 1885, 3]","['socks', 'palmy', 'dimly']","{'false_letters': ['p', 'o', 's', 'a', 'k', 'c'], 'true_letters': {4: 'y', 0: 'd', 1: 'i', 2: 'm', 3: 'l'}, 'misplaced_letters': {2: ['l'], 3: ['m']}}",1
3,"[6512, 14, 1]","['grown', 'gorge', 'gourd']","{'false_letters': ['e', 'w', 'n'], 'true_letters': {0: 'g', 1: 'o', 2: 'u', 3: 'r', 4: 'd'}, 'misplaced_letters': {1: ['r'], 2: ['o', 'r'], 3: ['g']}}",1
4,"[6512, 242, 14, 2]","['limbo', 'clods', 'whole', 'growl']","{'false_letters': ['e', 'i', 'm', 'b', 'd', 's', 'h', 'c'], 'true_letters': {2: 'o', 0: 'g', 1: 'r', 3: 'w', 4: 'l'}, 'misplaced_letters': {0: ['l', 'w'], 4: ['o'], 1: ['l'], 3: ['l']}}",1
3,"[6512, 20, 1]","['flush', 'pause', 'cause']","{'false_letters': ['f', 'p', 'l', 'h'], 'true_letters': {2: 'u', 3: 's', 1: 'a', 4: 'e', 0: 'c'}, 'misplaced_letters': {}}",1
3,"[6512, 7, 1]","['hurts', 'saith', 'smith']","{'false_letters': ['r', 'u', 'a'], 'true_letters': {3: 't', 0: 's', 2: 'i', 4: 'h', 1: 'm'}, 'misplaced_letters': {0: ['h'], 4: ['s']}}",1
3,"[6512, 21, 5]","['herds', 'glade', 'abide']","{'false_letters': ['g', 's', 'l', 'r', 'h'], 'true_letters': {3: 'd', 4: 'e', 0: 'a', 1: 'b', 2: 'i'}, 'misplaced_letters': {1: ['e'], 2: ['a']}}",1
4,"[6512, 455, 30, 2]","['swung', 'eaten', 'india', 'dinah']","{'false_letters': ['e', 'u', 'w', 'g', 's', 't'], 'true_letters': {0: 'd', 1: 'i', 2: 'n', 3: 'a', 4: 'h'}, 'misplaced_letters': {3: ['n', 'i'], 1: ['a', 'n'], 4: ['n', 'a'], 0: ['i'], 2: ['d']}}",1
5,"[6512, 511, 140, 3, 2]","['spied', 'merry', 'globe', 'fable', 'table']","{'false_letters': ['p', 'f', 'i', 'o', 'y', 'g', 'd', 'm', 's', 'r'], 'true_letters': {4: 'e', 1: 'a', 2: 'b', 3: 'l', 0: 't'}, 'misplaced_letters': {3: ['e', 'b'], 1: ['e', 'l']}}",1
5,"[6512, 33, 21, 12, 1]","['poked', 'porch', 'point', 'pools', 'polls']","{'false_letters': ['e', 'i', 'n', 'd', 'r', 'k', 't', 'h', 'c'], 'true_letters': {0: 'p', 1: 'o', 3: 'l', 4: 's', 2: 'l'}, 'misplaced_letters': {2: ['o']}}",1
5,"[6512, 430, 28, 22, 17]","['piled', 'water', 'maker', 'gazer', 'safer']","{'false_letters': ['p', 'i', 'z', 'w', 'g', 'd', 'm', 'l', 'k', 't'], 'true_letters': {3: 'e', 1: 'a', 4: 'r', 0: 's', 2: 'f'}, 'misplaced_letters': {}}",1
4,"[6512, 1086, 10, 1]","['hoofs', 'games', 'grass', 'glass']","{'false_letters': ['f', 'e', 'o', 'm', 'r', 'h'], 'true_letters': {4: 's', 0: 'g', 2: 'a', 3: 's', 1: 'l'}, 'misplaced_letters': {1: ['a']}}",1
3,"[6512, 21, 1]","['shave', 'shall', 'shalt']","{'false_letters': ['e', 'v'], 'true_letters': {0: 's', 1: 'h', 2: 'a', 3: 'l', 4: 't'}, 'misplaced_letters': {4: ['l']}}",1
4,"[6512, 873, 9, 3]","['henry', 'equal', 'sweat', 'steam']","{'false_letters': ['u', 'q', 'y', 'n', 'w', 'l', 'r', 'h'], 'true_letters': {3: 'a', 0: 's', 2: 'e', 1: 't', 4: 'm'}, 'misplaced_letters': {1: ['e'], 0: ['e'], 4: ['t']}}",1
5,"[6512, 245, 105, 15, 1]","['rogue', 'these', 'leave', 'apple', 'maple']","{'false_letters': ['u', 'o', 'v', 'g', 's', 'r', 't', 'h'], 'true_letters': {4: 'e', 2: 'p', 3: 'l', 0: 'm', 1: 'a'}, 'misplaced_letters': {2: ['e', 'a'], 0: ['l', 'a'], 1: ['e', 'p']}}",1
4,"[6512, 1915, 10, 1]","['lying', 'state', 'south', 'sooth']","{'false_letters': ['e', 'u', 'i', 'y', 'n', 'g', 'l', 'a'], 'true_letters': {0: 's', 3: 't', 1: 'o', 4: 'h', 2: 'o'}, 'misplaced_letters': {1: ['t']}}",1
2,"[6512, 69]","['slain', 'canst']","{'false_letters': ['i', 'l'], 'true_letters': {0: 'c', 1: 'a', 2: 'n', 3: 's', 4: 't'}, 'misplaced_letters': {0: ['s'], 2: ['a'], 4: ['n']}}",1
3,"[6512, 161, 98]","['feast', 'speak', 'hosea']","{'false_letters': ['f', 't', 'p', 'k'], 'true_letters': {0: 'h', 1: 'o', 2: 's', 3: 'e', 4: 'a'}, 'misplaced_letters': {1: ['e'], 2: ['a', 'e'], 3: ['s', 'a'], 0: ['s']}}",1
